make,model,trim,mileage,price,year,month
Chevrolet,Traverse,LS,23656,21300,2017,july
BMW,5 Series,550i,37296,34300,2016,july
Volkswagen,Tiguan,2.0T S,25290,15600,2016,july
Dodge,Challenger,SXT,26161,21800,2015,july
Honda,Civic,EX,62995,12600,2012,july
Dodge,Durango,Citadel,28230,35100,2017,july
Genesis,G80,3.8,12610,32400,2017,july
Nissan,Sentra,SL,4285,18600,2018,july
GMC,Terrain,SLE-2,42843,17200,2017,july
Mazda,CX-5,Grand Touring,49200,20100,2016,july
Kia,Sportage,EX,11621,22500,2018,july
Acura,TLX,3.5,17917,25400,2016,july
Genesis,G90,3.3T Premium,4660,51300,2018,july
Chevrolet,Corvette,Stingray Z51,25017,43900,2015,july
Jeep,Wrangler Unlimite...,Sport (JK),148,32100,2018,july
Nissan,Murano,SL,29223,23200,2016,july
Honda,CR-V,EX,3059,28200,2018,july
Toyota,Corolla,LE,35513,15000,2017,july
INFINITI,QX60,3.5,31094,28000,2018,july
MINI,Countryman,Cooper S,29623,19400,2015,july
Jeep,Wrangler Unlimite...,Sport (JK),4539,31300,2018,july
Ford,Explorer,XLT,4477,29800,2018,july
Chevrolet,Trax,LS,46637,13300,2016,july
Hyundai,Elantra,SE,15159,15100,2017,july
Toyota,Camry,LE,21715,17500,2016,july
Volkswagen,Golf GTI,Sport Hatchback,30617,21900,2017,july
Honda,Civic,EX-T,2236,22900,2018,july
Dodge,Journey,SE,88625,12300,2015,july
Honda,CR-V,EX,45332,19400,2016,july
MINI,Convertible,Cooper S,42535,19700,2015,july
GMC,Sierra 1500 Crew ...,Denali 5 3/4 ft,811,50400,2018,july
Nissan,Sentra,SV,14100,15100,2017,july
MINI,Clubman,Cooper S ALL4,11429,27300,2018,july
Chevrolet,Cruze Limited,Eco,10827,15000,2016,july
Nissan,Sentra,SV,40563,13300,2017,july
Hyundai,Elantra,SE,24340,14500,2017,july
Kia,Rio,S,21089,13500,2018,july
Jeep,Cherokee,Limited,54472,19600,2015,july
Chevrolet,Equinox,LT,22670,19100,2017,july
Toyota,Sequoia,Platinum,24673,45300,2016,july
Hyundai,Sonata,Sport,14960,17200,2016,july
Acura,RLX,RLX,47268,25200,2016,july
Ford,Edge,Titanium,37495,24600,2016,july
Volkswagen,Passat,1.8T S,30563,14900,2017,july
Jeep,Compass,Trailhawk,33306,22200,2018,july
Hyundai,Tucson,Value,2164,27000,2018,july
Ford,Focus,Titanium,12790,17200,2017,july
BMW,3 Series,328i xDrive,28783,22000,2015,july
Jeep,Grand Cherokee,Limited,35469,28100,2018,july
Ford,Fiesta,SE,37057,12400,2018,july
Toyota,Camry,LE,8977,18200,2017,july
Toyota,Corolla,LE,16786,16400,2018,july
Toyota,Prius,One,20237,18500,2013,july
FIAT,124 Spider,Lusso Red Top Edition,1223,25800,2018,july
Hyundai,Santa Fe Sport,2.0T,21340,23900,2017,july
Ford,Escape,Titanium,15129,21900,2017,july
Chevrolet,Cruze,LT,16752,14600,2017,july
Chevrolet,Volt,Premier,41609,20900,2017,july
Chevrolet,Volt,Premier,38347,20700,2017,july
Ford,Explorer,Limited,35734,29200,2018,july
Kia,Soul,Soul,29935,13900,2015,july
Ford,Focus,SE,34690,13400,2018,july
Chevrolet,Equinox,LS,18964,16600,2016,july
Kia,Forte,LX,10980,13500,2016,july
Volkswagen,Golf GTI,S Hatchback,29308,21800,2016,july
Toyota,Highlander Hybrid,XLE,5868,39100,2018,july
Honda,Accord,EX-L,24760,23000,2017,july
Toyota,Prius,Four Touring,28379,22500,2016,july
Jeep,Compass,High Altitude Edition,27978,17600,2016,july
Buick,Regal,Premium II,31234,17100,2016,july
Buick,Encore,Leather,14405,19000,2016,july
Chevrolet,Equinox,LS,21718,18300,2017,july
Buick,Encore,Leather,45087,16600,2014,july
Hyundai,Tucson,SE,30553,17300,2016,july
Nissan,Murano,SV,39847,21500,2018,july
Hyundai,Tucson,SEL,26501,18700,2018,july
Hyundai,Tucson,Limited,55771,20100,2017,july
Audi,Q5,3.0T Premium Plus,58901,26400,2016,july
Dodge,Grand Caravan Pas...,SXT,40885,18000,2018,july
GMC,Terrain,SLT,20775,17100,2012,july
Mazda,MAZDA6,Sport,18947,18000,2017,july
Nissan,Rogue,SL,31452,17200,2015,july
Nissan,Sentra,SV,44486,13400,2017,july
GMC,Terrain,Denali,29146,24900,2017,july
FIAT,500e,500e,14541,11800,2016,july
Nissan,TITAN XD Single C...,S 8 ft,9906,26900,2017,july
Kia,Sportage,EX,16365,21500,2017,july
GMC,Terrain,SLE-1,20022,18100,2017,july
Nissan,Sentra,SV,32649,13800,2017,july
Nissan,Maxima,SV,41547,20000,2016,july
Toyota,Corolla,LE,27716,15600,2016,july
Honda,CR-V,EX,35628,19500,2016,july
Kia,Soul,Soul,31619,14300,2017,july
Toyota,RAV4,XLE,40446,19400,2018,july
Chrysler,Pacifica,Limited,36724,30700,2018,july
Dodge,Charger,SE,10748,21800,2017,july
Scion,tC,Hatchback,37151,15400,2016,july
Buick,Regal,Premium II,23812,18700,2016,july
Chevrolet,Malibu,LS,24052,16500,2018,july
Hyundai,Tucson,SE,25048,17300,2017,july
Kia,Sorento,LX,23699,18400,2017,july
Nissan,Murano,SV,27989,21600,2018,july
Subaru,Crosstrek,2.0i Limited,9695,25000,2016,july
Toyota,RAV4,SE,35091,23000,2016,july
Buick,Enclave,Essence,8242,36900,2019,july
Scion,tC,Hatchback,26280,16400,2016,july
Ford,Explorer,Sport,31038,33000,2018,july
Honda,Fit,EX,32991,15900,2016,july
Honda,Civic,LX,30519,14300,2013,july
Jeep,Grand Cherokee,Overland,25160,34600,2016,july
Subaru,WRX,WRX STI,43130,29900,2016,july
Ford,Fiesta,SE,8751,13700,2017,july
Ford,Mustang,GT,12204,30500,2016,july
Ford,Mustang,GT Premium,39363,29100,2018,july
Lexus,IS,IS 200t,25097,23100,2016,july
Honda,CR-V,EX,13703,21400,2016,july
Nissan,JUKE,S,5249,17100,2017,july
Hyundai,Elantra,SE,8172,15400,2017,july
Jeep,Cherokee,Latitude,21229,19800,2016,july
Kia,Optima,EX,41433,16100,2016,july
Ford,Fusion,Titanium,39321,18700,2018,july
Hyundai,Elantra,SE,26701,13300,2016,july
Toyota,Sienna,SE,50020,21700,2014,july
Chevrolet,Camaro,SS,4324,35300,2017,july
Ram,1500 Crew Cab,Big Horn 5 1/2 ft,20223,31600,2017,july
Dodge,Charger,Daytona,3351,35800,2017,july
Nissan,Murano,SV,31702,22500,2018,july
Lexus,NX,200t F Sport,24632,29400,2015,july
Hyundai,Elantra,SE,40467,13800,2017,july
Nissan,Frontier Crew Cab,SV 5 ft,17020,23600,2018,july
Acura,TLX,3.5,40747,23600,2016,july
Ford,Escape,S,3802,19400,2018,july
Chevrolet,Silverado 1500 Cr...,Custom 5 3/4 ft,9112,34800,2018,july
Jeep,Cherokee,Latitude,14750,21200,2016,july
Nissan,Maxima,SV,18142,23000,2018,july
BMW,5 Series,528i,20480,27800,2016,july
Honda,Accord,EX,36451,19000,2016,july
Kia,Sorento,LX,39457,17400,2017,july
Acura,TLX,2.4,31486,20200,2016,july
Honda,Civic,EX,28890,18200,2016,july
Nissan,Rogue,SL,17547,22100,2018,july
Hyundai,Sonata,Sport,14380,17100,2016,july
Jeep,Compass,Latitude,38577,19300,2018,july
Hyundai,Sonata,SE,22578,15100,2016,july
Toyota,Corolla,LE,18398,16600,2017,july
Kia,Sorento,LX,38159,17200,2016,july
Jeep,Grand Cherokee,Overland,21194,38600,2018,july
Lexus,GS,GS 350,27187,39300,2018,july
Ram,2500 Crew Cab,Laramie 6 1/3 ft,21871,42700,2015,july
Dodge,Journey,Crossroad,35733,17600,2018,july
Chevrolet,Cruze,LT,9653,15400,2016,july
Chevrolet,Equinox,LT,27886,18000,2016,july
Nissan,Murano,SV,27921,22900,2018,july
Mazda,CX-9,Touring,31631,26700,2018,july
Hyundai,Tucson,Eco,14651,20200,2016,july
Volkswagen,e-Golf,SE Hatchback,26038,21800,2017,july
Jeep,Cherokee,Limited,14761,22700,2016,july
Nissan,Sentra,SR,36148,14200,2016,july
Nissan,Pathfinder,SL,38731,24700,2016,july
Nissan,Versa,S Plus,31249,13100,2018,july
Hyundai,Elantra,SEL,10982,16500,2018,july
Hyundai,Elantra GT,Elantra GT,51127,12800,2016,july
MINI,Clubman,Cooper,59384,16800,2016,july
Lexus,NX,200t F Sport,12377,30800,2015,july
Hyundai,Sonata Hybrid,Limited,31735,19700,2016,july
Mazda,CX-5,Grand Touring,19647,23600,2016,july
Dodge,Grand Caravan Pas...,SXT,34892,18600,2018,july
Nissan,Versa,SV,35292,12700,2018,july
Jeep,Grand Cherokee,Limited,35805,28100,2018,july
Buick,Encore,Preferred II,13012,18300,2017,july
Nissan,Rogue,SL,26072,22500,2018,july
Chevrolet,Equinox,LTZ,34074,19100,2016,july
Dodge,Grand Caravan Pas...,SXT,37907,17700,2017,july
Toyota,Camry,SE,54836,15400,2016,july
Toyota,Corolla,LE,17296,16100,2017,july
Hyundai,Tucson,Limited,36009,19400,2016,july
GMC,Sierra 1500 Crew ...,SLE 5 3/4 ft,9426,30000,2013,july
Chevrolet,Traverse,LTZ,43075,28100,2016,july
Jeep,Cherokee,Limited,15781,20900,2016,july
Kia,Optima,LX,25870,15900,2016,july
Jeep,Cherokee,Limited,52955,18400,2017,july
Acura,RDX,RDX,48656,28000,2016,july
Hyundai,Sonata,SE,4903,19000,2018,july
Cadillac,CT6,3.6 Premium Luxury,15467,48200,2018,july
Nissan,Altima,2.5 SV,16279,17400,2018,july
Jeep,Cherokee,Limited,24962,23200,2016,july
Subaru,WRX,WRX,36820,24300,2017,july
Chevrolet,Traverse,LT,13363,25200,2017,july
Jeep,Renegade,Latitude,14981,19800,2018,july
Ram,1500 Crew Cab,Laramie 5 1/2 ft,17304,34800,2018,july
Dodge,Journey,R/T,33528,19400,2016,july
Buick,Encore,Encore,18350,16300,2016,july
Ford,F150 SuperCrew Ca...,XL 6 1/2 ft,73149,24400,2013,july
Chevrolet,Cruze,LS,33763,13700,2016,july
Acura,RDX,RDX,29838,29800,2017,july
Ford,Edge,SEL,18467,21200,2015,july
Kia,Sorento,SX,30154,24600,2016,july
MINI,Clubman,Cooper S,32622,20800,2016,july
Honda,CR-V,EX,18052,24700,2017,july
Jeep,Renegade,Latitude,35480,16100,2017,july
Toyota,RAV4,Limited,34088,25800,2017,july
Toyota,RAV4,SE,13094,24700,2017,july
Jeep,Renegade,Sport,15254,16800,2016,july
Volkswagen,Golf,TDI SE Hatchback,33517,17000,2015,july
Dodge,Grand Caravan Pas...,SXT,38429,18200,2018,july
Chevrolet,Spark EV,1LT,13079,11800,2016,july
Audi,A4,Premium Plus,10429,23600,2015,july
Chevrolet,Camaro,LT,38243,23100,2018,july
Kia,Soul,Soul,31643,15000,2018,july
Chevrolet,Equinox,LT,14930,21700,2019,july
Nissan,Maxima,Platinum,19268,26700,2017,july
Kia,Sorento,EX,24272,22800,2017,july
Chevrolet,Traverse,LS,34488,24300,2017,july
Kia,Soul,Soul,32636,15000,2018,july
Honda,Civic,LX,18835,16900,2016,july
Kia,Sportage,LX,20749,17900,2018,july
Toyota,Corolla,LE,61183,13300,2017,july
Audi,S6,Premium Plus,10204,58800,2018,july
Buick,Encore,Encore,22908,16000,2016,july
Toyota,Camry,SE,39159,16400,2016,july
Honda,CR-V,LX,8445,24500,2018,july
Chevrolet,Cruze,LT,12682,15400,2017,july
Hyundai,Accent,SE,37656,12400,2017,july
Hyundai,Sonata,Sport,47717,15000,2015,july
Hyundai,Santa Fe Sport,2.0T,27775,25600,2017,july
Chevrolet,Cruze,LT,21571,15000,2017,july
Volvo,S60,T5 Inscription Premier,19385,21700,2016,july
Toyota,Camry,SE,24578,18400,2016,july
Nissan,Murano,SV,41503,21700,2018,july
Jeep,Grand Cherokee,Overland,48927,31600,2016,july
Lincoln,MKX,Select,39634,22400,2016,july
Toyota,Camry,SE,17388,18800,2017,july
Jeep,Grand Cherokee,Limited,27370,27000,2015,july
Ram,1500 Quad Cab,Express 6 1/3 ft,16912,28800,2017,july
Hyundai,Elantra,SE,23307,13500,2016,july
Jeep,Cherokee,Limited,12294,24200,2016,july
Jeep,Compass,High Altitude Edition,24800,18100,2016,july
Honda,Accord,Touring,11365,29700,2018,july
Hyundai,Sonata,Limited,17309,19100,2016,july
Jeep,Cherokee,Limited,39725,20800,2018,july
Hyundai,Elantra,SEL,21701,15100,2018,july
Mitsubishi,Outlander,ES,22422,18200,2018,july
Cadillac,XT5,Luxury,50043,26000,2017,july
Chevrolet,Camaro,LT,2089,27800,2018,july
Nissan,Sentra,SV,47669,13200,2017,july
Hyundai,Genesis Coupe,3.8 Ultimate,41570,23600,2016,july
Hyundai,Sonata,Sport,30180,18000,2016,july
Mazda,CX-5,Grand Touring,21754,22400,2016,july
Chevrolet,Camaro,LT,18467,25700,2017,july
Mercedes-Ben...,CLS-Class,CLS 400,43604,34500,2016,july
Audi,allroad,Premium,27952,28700,2016,july
BMW,5 Series,530e xDrive iPerformance,3094,49800,2018,july
Honda,CR-V,EX,33404,20400,2016,july
Acura,MDX,MDX,24679,34900,2017,july
Mazda,MAZDA3,Grand Touring,4608,23900,2018,july
Mercedes-Ben...,CLS,CLS 550 4MATIC,30958,48500,2017,july
Ford,Mustang,GT,2849,33700,2018,july
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,29609,30000,2017,july
INFINITI,QX60,3.5,36601,28700,2016,july
Kia,Sedona,LX,12730,25100,2018,july
Dodge,Journey,SE,27895,15900,2017,july
Jaguar,XE,XE 25t Prestige,8631,28700,2017,july
Honda,Accord,LX,21482,17500,2016,july
Dodge,Grand Caravan Pas...,SXT,36584,18400,2018,july
Mazda,MAZDA6,Grand Touring,49553,19200,2016,july
Nissan,Maxima,SV,38971,20700,2016,july
Mazda,MAZDA6,Grand Touring,45503,19500,2016,july
Kia,Sorento,EX,9272,28600,2018,july
Ford,Fusion,Platinum,41546,18400,2018,july
Ford,Fiesta,SE,34234,12500,2018,july
Mitsubishi,Outlander,ES,23385,18800,2018,july
Mitsubishi,Outlander,ES,32885,17800,2018,july
Mercedes-Ben...,E-Class,E 300,16019,39700,2017,july
Ford,Fusion,SE,45806,14100,2016,july
Nissan,Altima,2.5 S,10769,17900,2016,july
Toyota,Camry,LE,24716,17300,2016,july
Lexus,NX,200t,20245,26000,2016,july
BMW,2 Series,228i,43200,23600,2016,july
Toyota,Prius,Three,37794,21000,2016,july
Mitsubishi,Outlander,ES,28941,17600,2018,july
Toyota,Prius,Three,40579,21200,2016,july
Jeep,Patriot,High Altitude Edition,14364,19100,2016,july
Kia,Sorento,LX,35923,17400,2016,july
Toyota,Camry,XSE,33766,26100,2018,july
BMW,2 Series,228i xDrive,47206,21600,2016,july
Toyota,RAV4,XLE,31537,20600,2017,july
BMW,5 Series,528i xDrive,44684,25200,2016,july
INFINITI,Q50,2.0t LUXE,28406,25200,2018,july
Hyundai,Tucson,Limited,28067,20500,2016,july
Chevrolet,Traverse,LT,8772,36200,2018,july
Kia,Soul,Soul,33835,14800,2018,july
Toyota,Corolla,SE,17645,16200,2018,july
Volkswagen,Golf Alltrack,TSI S,15327,21600,2017,july
Mercedes-Ben...,GLC,GLC 300 4MATIC,30636,31800,2017,july
Jeep,Cherokee,TrailHawk,44987,23000,2016,july
Chrysler,Pacifica,Limited,16084,33900,2019,july
Dodge,Grand Caravan Pas...,SXT,49419,16300,2017,july
Chevrolet,Malibu,LT,31360,15800,2016,july
Chevrolet,Malibu,LT,14781,16900,2016,july
Dodge,Journey,GT,14271,20700,2017,july
Ford,Taurus,SEL,14589,18700,2017,july
Buick,LaCrosse,Leather,15875,20800,2016,july
Chevrolet,Malibu,LT,33018,15600,2016,july
Subaru,Forester,2.5i Touring,14326,30000,2018,july
Kia,Optima,EX,22415,18400,2017,july
Hyundai,Sonata,Limited,27715,16800,2017,july
Toyota,RAV4,XLE,35957,19100,2016,july
Cadillac,CTS,3.6 Performance Collectio...,21624,30400,2016,july
Buick,Encore,Preferred,20840,17100,2017,july
Dodge,Grand Caravan Pas...,SE,37230,17500,2018,july
Jeep,Compass,Limited,16300,23900,2018,july
Kia,Sportage,EX,30602,19000,2017,july
Ford,Explorer,Limited,24664,30100,2018,july
Hyundai,Equus,Signature,62934,22200,2015,july
Ford,Escape,SE,31678,16700,2017,july
Toyota,Tacoma Double Cab,5 ft,52675,28000,2015,july
Hyundai,Accent,SE,38075,12300,2017,july
Buick,Encore,Leather,23914,17200,2014,july
Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,25753,29700,2016,july
Chevrolet,Corvette,Stingray Z51,26345,46100,2015,july
Honda,Accord,LX,35278,16700,2016,july
Lexus,ES,ES 350,10880,32000,2017,july
Cadillac,ATS,2.0L Turbo Luxury,30005,20900,2016,july
Honda,Civic,Si,17110,20100,2013,july
GMC,Terrain,SLE-2,21885,20200,2017,july
Jeep,Grand Cherokee,Overland,34852,28800,2015,july
Chevrolet,Malibu,LT,30819,17600,2016,july
Buick,Enclave,Leather,37782,24400,2015,july
FIAT,124 Spider,Classica,2912,28000,2018,july
Lexus,ES,ES 350,32572,22800,2015,july
Hyundai,Elantra,SE,18458,17100,2017,july
Kia,Forte,LX,20637,14200,2018,july
Nissan,Altima,2.5 SV,37024,15800,2018,july
Nissan,Altima,2.5 S,30381,14900,2016,july
Chevrolet,Impala,LS,44558,17500,2017,july
Volkswagen,Tiguan Limited,2.0T 4Motion,9008,20000,2017,july
Ford,Fusion,SE Hybrid,32499,15800,2018,july
Toyota,Corolla,LE,35083,15000,2017,july
Toyota,Corolla,S Plus,35097,15400,2016,july
Scion,FR-S,FR-S,40256,19500,2015,july
Hyundai,Elantra,SEL,23626,14900,2018,july
Jeep,Grand Cherokee,Limited,31382,27300,2016,july
Dodge,Challenger,SXT,24426,22600,2018,july
Chevrolet,Malibu,LT,22453,17300,2018,july
Hyundai,Elantra,Sport,8077,20600,2018,july
Chevrolet,Malibu,LT,14814,16800,2016,july
Toyota,RAV4,XLE,2288,24600,2018,july
Kia,Optima,EX,25931,17300,2016,july
INFINITI,G,G37x Sport Appearance Edi...,34749,17800,2011,july
GMC,Acadia,Denali,35525,29800,2016,july
Toyota,Corolla,L,26368,14900,2016,july
Kia,Optima,S,8908,17500,2018,july
Nissan,Sentra,SL,21875,14200,2015,july
Hyundai,Elantra,SE,29400,13200,2016,july
Toyota,Highlander,LE,24630,29500,2016,july
Nissan,LEAF,SV,2601,26100,2018,july
Jeep,Cherokee,Limited,28781,22500,2016,july
BMW,X5,xDrive50i,37808,38800,2016,july
Toyota,Camry,LE,41021,15900,2017,july
Hyundai,Sonata,SEL,9302,19500,2018,july
Honda,Accord,EX-L,5947,28100,2018,july
Audi,Q3,Prestige,22165,25400,2015,july
INFINITI,QX50,QX50,38976,22100,2016,july
Chevrolet,Cruze,LT,15500,15100,2016,july
Ford,F150 SuperCrew Ca...,XLT 5 1/2 ft,26135,30300,2015,july
Jeep,Cherokee,Latitude,15224,20100,2016,july
Toyota,Corolla,LE,14340,16400,2017,july
Nissan,Murano,SV,30163,23000,2018,july
Lincoln,MKZ,MKZ,31740,19300,2016,july
Lincoln,MKX,Select,42964,24200,2017,july
BMW,3 Series,320i,10342,31000,2018,july
Cadillac,XT5,Luxury,13085,38100,2018,july
Kia,Optima,LX,10178,17500,2018,july
Kia,Forte,LX,6376,14100,2017,july
Volkswagen,Jetta,2.0T GLI SEL,44111,18200,2016,july
INFINITI,Q50,3.0t Premium,27194,23300,2016,july
Ford,Explorer,Limited,40307,28200,2018,july
Hyundai,Veloster,Veloster,17334,16500,2016,july
INFINITI,Q50,3.0t Premium,21356,29100,2016,july
Hyundai,Tucson,SE,23323,17600,2017,july
Volkswagen,Golf GTI,SE Hatchback,40499,20200,2015,july
Ford,Escape,Titanium,13928,22200,2017,july
INFINITI,QX50,QX50,31506,21800,2016,july
Jeep,Cherokee,Latitude,29212,17500,2016,july
Hyundai,Elantra,SEL,21707,15600,2018,july
Chevrolet,Cruze,LT,22228,14700,2018,july
Honda,CR-V,EX-L,61781,19300,2016,july
Acura,RDX,RDX,29173,28800,2017,july
Jeep,Renegade,Sport,19258,17300,2017,july
Mercedes-Ben...,C-Class,C 300 4MATIC,39752,23400,2016,july
Jeep,Renegade,Latitude,11750,20300,2018,july
Nissan,Rogue,SL,31549,21500,2018,july
Chevrolet,Camaro,SS,13046,35600,2016,july
Lexus,GS,GS 350,54248,23300,2013,july
GMC,Sierra 2500 HD Do...,SLE 6 1/2 ft,17907,39800,2017,july
Nissan,Pathfinder,Platinum,53857,27200,2017,july
MINI,Roadster,Cooper S,31162,22000,2015,july
Acura,RDX,RDX,46040,23000,2015,july
Hyundai,Tucson,SEL,18834,18600,2018,july
Jeep,Patriot,High Altitude Edition,15035,18200,2017,july
Toyota,Prius,Three,29878,22000,2016,july
Jeep,Grand Cherokee,Limited,41434,25900,2016,july
Ram,1500 Crew Cab,Laramie 5 1/2 ft,55885,29200,2016,july
Jeep,Cherokee,Latitude,16025,18200,2016,july
Chevrolet,Malibu,LT,32501,16500,2018,july
Ford,Escape,SE,27443,17700,2018,july
Subaru,Legacy,2.5i Premium,3778,19400,2016,july
Ford,Taurus,SHO,19750,27800,2017,july
Lexus,RX,RX 350,24960,33900,2016,july
Jeep,Renegade,Latitude,20949,17400,2018,july
Jeep,Grand Cherokee,Limited,33839,28200,2018,july
Toyota,Corolla,LE,35393,15300,2018,july
BMW,3 Series,320i,45028,19000,2016,july
Ford,Taurus,SE,19293,15800,2016,july
Jeep,Patriot,Sport,32230,16400,2017,july
Buick,Enclave,Essence,19548,34400,2018,july
Mercedes-Ben...,C-Class,C 300 4MATIC,32547,23800,2016,july
Nissan,TITAN XD Crew Cab,SV 6 1/2 ft,14356,36700,2018,july
Chevrolet,Equinox,Premier,22339,20300,2017,july
Nissan,Pathfinder,SV,51418,19500,2016,july
Nissan,TITAN XD Crew Cab,Platinum Reserve 6 1/2 ft,14738,45000,2018,july
Ford,Escape,SE,29058,17500,2018,july
Dodge,Charger,SXT Plus,21431,22800,2018,july
Hyundai,Elantra,SE Value Edition,16205,15000,2017,july
Honda,CR-V,LX,28690,18700,2016,july
Mercedes-Ben...,GLC,GLC 300 4MATIC,19251,35800,2018,july
Ford,Escape,S,12633,18300,2018,july
Ford,Fusion,Titanium Hybrid,36106,19000,2018,july
Honda,Accord,LX,23091,17500,2016,july
Honda,Accord,LX,34117,16800,2016,july
Ford,Explorer,Limited,36411,30000,2018,july
INFINITI,QX70,3.7,22936,29900,2016,july
Nissan,Sentra,SR Turbo,20497,17200,2018,july
Hyundai,Elantra,SE,42234,13400,2017,july
Cadillac,CTS,3.6 Performance Collectio...,13787,31400,2016,july
Toyota,Tacoma Double Cab,PreRunner 5 ft,43352,25300,2015,july
Cadillac,ATS,2.5L Standard,49058,17500,2016,july
Chevrolet,Malibu,LS,18984,17200,2018,july
INFINITI,QX70,3.7,25121,29600,2016,july
Nissan,Pathfinder,SV,41608,21500,2018,july
Honda,Accord,Sport,8147,25600,2018,july
Chevrolet,Suburban,LT,28964,39500,2017,july
Chevrolet,Suburban,LT,32227,39200,2017,july
Audi,Q3,Premium,34642,25800,2018,july
BMW,3 Series,328i Gran Turismo xDrive,28387,25300,2016,july
Toyota,RAV4,XLE,44838,18300,2015,july
Ram,1500 Crew Cab,Rebel 5 1/2 ft,10707,40300,2017,july
Toyota,RAV4,XLE,21478,23300,2018,july
Mazda,CX-5,Touring,24216,20800,2016,july
Hyundai,Elantra,SE,24597,14400,2017,july
GMC,Sierra 2500 HD Cr...,SLT 6 1/2 ft,30415,38900,2012,july
Honda,CR-Z,EX,47710,14600,2014,july
Honda,Accord,EX-L,41354,19000,2015,july
Mercedes-Ben...,C-Class,C 300 4MATIC,18047,23200,2015,july
Toyota,Tacoma Double Cab,5 ft,20572,30400,2015,july
Jeep,Patriot,High Altitude Edition,30874,16900,2017,july
GMC,Acadia,Denali,19579,36600,2017,july
Jeep,Grand Cherokee,Limited,32248,26700,2018,july
Mazda,MAZDA3,Touring,36043,16500,2018,july
Lexus,ES,ES 350,41106,20500,2013,july
Chrysler,200,Limited,22160,16900,2017,july
Toyota,Prius,Four,23591,23000,2016,july
Jeep,Grand Cherokee,Laredo E,18833,27700,2017,july
Jeep,Grand Cherokee,Limited,33606,29400,2018,july
Jeep,Cherokee,Limited,40403,20900,2016,july
Volkswagen,Golf GTI,S Hatchback,19556,21600,2017,july
Toyota,Tacoma Access Cab,6 ft,41880,19600,2009,july
Jeep,Grand Cherokee,Limited,37395,26800,2018,july
Chevrolet,Equinox,LT,23505,17600,2017,july
Tesla,Model S,Model S,52708,40700,2013,july
Volkswagen,Jetta,1.4T SE,11613,16900,2017,july
Ram,2500 Crew Cab,SLT 6 1/3 ft,10078,43500,2018,july
Land Rover,Range Rover Evoqu...,SE,24990,29100,2016,july
Toyota,Corolla,LE,12869,16500,2017,july
Cadillac,CTS,2.0 Luxury,11639,30200,2017,july
Nissan,370Z,Touring,8599,26000,2014,july
Nissan,370Z,370Z,86208,20200,2014,july
Toyota,Corolla,LE,24099,15900,2018,july
Buick,Encore,Encore,12862,16600,2016,july
Cadillac,CTS,2.0 Luxury Collection,25202,25600,2016,july
Chevrolet,Camaro,LT,10856,28500,2017,july
Chevrolet,Traverse,LS,23446,23600,2017,july
Chevrolet,Colorado Crew Cab,Z71 5 ft,11239,33000,2017,july
Nissan,Pathfinder,SV,47659,19400,2017,july
Hyundai,Sonata,Sport,29417,15600,2015,july
Toyota,RAV4,XLE,45323,19000,2016,july
Hyundai,Elantra,SE,34844,13800,2017,july
Nissan,Sentra,SV,42837,13100,2016,july
Honda,HR-V,EX-L,40561,19500,2016,july
Audi,A4,Ultra Premium,8238,30700,2018,july
Volkswagen,Golf GTI,S Hatchback,28712,20900,2016,july
Nissan,Altima,2.5 SL,24237,18100,2016,july
Honda,Civic,LX,36518,14600,2015,july
Volkswagen,Jetta SportWagen,2.0L TDI Sport,9417,16300,2014,july
Volkswagen,Jetta SportWagen,2.0L TDI Sport,25259,14800,2014,july
Jeep,Renegade,Sport,27289,16400,2017,july
Ford,Edge,SE,52347,17100,2016,july
Nissan,Rogue,SL,26706,21000,2018,july
Jeep,Grand Cherokee,Limited,24847,28800,2016,july
Chevrolet,Colorado Crew Cab,Z71 5 ft,19234,29600,2018,july
Toyota,Highlander,XLE,30808,28300,2015,july
Dodge,Grand Caravan Pas...,SE,73641,15000,2017,july
Audi,Q3,Premium,18185,27500,2018,july
