Make,Model,trim,Mileage,Price
2017 Hyundai,Santa Fe Sport,Santa Fe Sport,"55,940 miles","16,500"
2019 INFINITI,Q50,RED SPORT 400,809 miles,"43,900"
2017 Hyundai,Tucson,SE,"33,823 miles","16,600"
2018 Jeep,Compass,Limited,"28,735 miles","22,000"
2018 Hyundai,Elantra,SE,"7,047 miles","15,800"
2018 Toyota,Corolla,LE,"24,615 miles","15,800"
2017 Hyundai,Elantra,Limited,"15,822 miles","17,300"
2018 Hyundai,Tucson,SEL,"26,328 miles","17,600"
2015 Honda,Accord,EX-L,"52,230 miles","18,300"
2018 Toyota,Corolla,LE,"19,155 miles","16,100"
2016 BMW,5 Series,528i xDrive,"56,601 miles","24,300"
2012 Nissan,370Z,Touring,"20,887 miles","23,600"
2018 Jeep,Grand Cherokee,Limited,"11,799 miles","32,900"
2015 Jeep,Wrangler,Sport,"20,247 miles","29,500"
2017 Hyundai,Elantra,SE,"19,802 miles","14,800"
2016 Toyota,Camry,SE,"33,453 miles","16,800"
2016 Chevrolet,Equinox,LTZ,"29,172 miles","19,300"
2014 Ford,E350 Super Duty P...,XLT,"37,313 miles","20,800"
2017 Volkswagen,Tiguan,2.0T S,"24,022 miles","18,500"
2016 Hyundai,Sonata,SE,"25,813 miles","15,000"
2015 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"42,191 miles","26,300"
2017 Chevrolet,Equinox,LS,"18,455 miles","18,500"
2016 Kia,Sorento,SX,"34,904 miles","23,600"
2016 Toyota,RAV4,XLE,"25,578 miles","20,400"
2016 Nissan,LEAF,SV,"28,419 miles","14,900"
2018 GMC,Acadia,Denali,"10,616 miles","40,200"
2017 Volkswagen,Golf GTI,Sport Hatchback,"7,091 miles","24,200"
2017 Dodge,Challenger,R/T,"12,752 miles","29,400"
2014 Honda,CR-V,EX-L,"31,139 miles","20,300"
2018 Jeep,Renegade,Sport,"23,096 miles","18,000"
2016 Kia,Optima,LX,"23,092 miles","15,000"
2018 Nissan,Maxima,SR,"18,759 miles","27,300"
2017 Chevrolet,Trax,LS,"22,121 miles","15,400"
2016 Chevrolet,Equinox,LTZ,"21,060 miles","19,300"
2015 Acura,TLX,2.4,"49,282 miles","19,400"
2017 Chevrolet,Equinox,LT,"20,526 miles","17,600"
2018 Audi,Q3,Premium,"13,809 miles","28,400"
2017 Jeep,Wrangler,Sport,"23,434 miles","31,900"
2018 Nissan,Maxima,SV,"38,822 miles","20,800"
2018 Chevrolet,Bolt EV,LT,"20,906 miles","25,000"
2016 Toyota,Camry,SE,"25,246 miles","17,300"
2016 Toyota,Tundra CrewMax,Limited 5 1/2 ft,"21,285 miles","36,700"
2018 Lexus,RX,RX 350,"11,702 miles","42,600"
2015 Ford,Expedition,XLT,"24,979 miles","30,300"
2018 Toyota,Highlander Hybrid,XLE,"7,578 miles","39,100"
2015 Jeep,Grand Cherokee,Overland,"39,787 miles","28,400"
2018 Dodge,Charger,SXT,"21,902 miles","22,600"
2018 Ford,Escape,S,"15,777 miles","17,900"
2018 Nissan,Murano,SV,"30,772 miles","21,700"
2017 GMC,Terrain,SLE-1,"15,888 miles","18,100"
2017 Chevrolet,Trax,LS,"9,418 miles","15,400"
2017 Chevrolet,Bolt EV,Premier,"69,051 miles","21,400"
2018 Hyundai,Sonata,Sport,"11,653 miles","19,400"
2018 Mitsubishi,Outlander,SE,"32,297 miles","18,200"
2018 Mitsubishi,Outlander,SE,"34,225 miles","18,900"
2016 Hyundai,Veloster,Veloster,"25,436 miles","16,600"
2017 Dodge,Journey,GT,"16,012 miles","20,300"
2016 Lexus,RX,RX 350,"22,187 miles","35,900"
2014 Chevrolet,Traverse,LT,"63,382 miles","17,700"
2018 GMC,Sierra 1500 Crew ...,SLT 6 1/2 ft,"12,591 miles","41,400"
2018 Honda,Fit,LX,"10,556 miles","18,200"
2016 Buick,Encore,Encore,"16,317 miles","16,400"
2018 Toyota,Yaris,L Hatchback,367 miles,"18,000"
2013 Mercedes-Ben...,E-Class,E 350 4MATIC,"79,785 miles","18,000"
2016 Dodge,Challenger,R/T,"20,106 miles","28,300"
2018 Jeep,Cherokee,Limited,"17,988 miles","25,000"
2018 Kia,Sedona,LX,"21,784 miles","24,300"
2018 Nissan,Pathfinder,Platinum,"8,021 miles","34,400"
2017 Chevrolet,Trax,LS,"4,196 miles","15,700"
2016 Mercedes-Ben...,CLA,CLA 250 4MATIC,"39,290 miles","22,500"
2016 Audi,Q5,2.0T Premium Plus,"37,040 miles","26,600"
2016 Mazda,CX-5,Touring,"30,418 miles","19,200"
2017 Chevrolet,Equinox,LS,"12,521 miles","17,300"
2018 Ford,Escape,SEL,"7,525 miles","23,100"
2017 Kia,K900,Luxury,"9,415 miles","32,300"
2016 Chevrolet,Equinox,LTZ,"35,932 miles","20,000"
2016 Chevrolet,Traverse,LS,"35,766 miles","20,000"
2017 Ford,Escape,S,"8,456 miles","17,500"
2015 Hyundai,Sonata,SE,"17,563 miles","14,800"
2017 Nissan,Frontier Crew Cab,SV 5 ft,"51,061 miles","19,800"
2018 Toyota,Camry,LE,"34,626 miles","18,000"
2017 Chrysler,Pacifica,Limited,"18,824 miles","32,900"
2015 Land Rover,Range Rover Sport,Supercharged,"30,626 miles","51,400"
2016 Land Rover,Discovery Sport,HSE LUX,"49,223 miles","28,700"
2016 Land Rover,Range Rover Evoqu...,SE,"36,365 miles","27,600"
2015 Audi,A4,Premium Plus,"39,005 miles","20,700"
2018 Ford,Focus,SE,"12,584 miles","15,500"
2017 Chevrolet,Traverse,LS,"23,656 miles","21,300"
2016 BMW,5 Series,550i,"37,296 miles","34,300"
2016 Volkswagen,Tiguan,2.0T S,"25,290 miles","15,600"
2015 Dodge,Challenger,SXT,"26,161 miles","21,800"
2012 Honda,Civic,EX,"62,995 miles","12,600"
2017 Dodge,Durango,Citadel,"28,230 miles","35,100"
2017 Genesis,G80,3.8,"12,610 miles","32,400"
2018 Nissan,Sentra,SL,"4,285 miles","18,600"
2017 GMC,Terrain,SLE-2,"42,843 miles","17,200"
2016 Mazda,CX-5,Grand Touring,"49,200 miles","20,100"
2018 Kia,Sportage,EX,"11,621 miles","22,500"
2016 Acura,TLX,3.5,"17,917 miles","25,400"
2018 Genesis,G90,3.3T Premium,"4,660 miles","51,300"
2015 Chevrolet,Corvette,Stingray Z51,"25,017 miles","43,900"
2018 Jeep,Wrangler Unlimite...,Sport (JK),148 miles,"32,100"
2016 Nissan,Murano,SL,"29,223 miles","23,200"
2018 Honda,CR-V,EX,"3,059 miles","28,200"
2017 Toyota,Corolla,LE,"35,513 miles","15,000"
2018 INFINITI,QX60,3.5,"31,094 miles","28,000"
2015 MINI,Countryman,Cooper S,"29,623 miles","19,400"
2018 Jeep,Wrangler Unlimite...,Sport (JK),"4,539 miles","31,300"
2018 Ford,Explorer,XLT,"4,477 miles","29,800"
2016 Chevrolet,Trax,LS,"46,637 miles","13,300"
2017 Hyundai,Elantra,SE,"15,159 miles","15,100"
2016 Toyota,Camry,LE,"21,715 miles","17,500"
2017 Volkswagen,Golf GTI,Sport Hatchback,"30,617 miles","21,900"
2018 Honda,Civic,EX-T,"2,236 miles","22,900"
2015 Dodge,Journey,SE,"88,625 miles","12,300"
2016 Honda,CR-V,EX,"45,332 miles","19,400"
2015 MINI,Convertible,Cooper S,"42,535 miles","19,700"
2018 GMC,Sierra 1500 Crew ...,Denali 5 3/4 ft,811 miles,"50,400"
2017 Nissan,Sentra,SV,"14,100 miles","15,100"
2018 MINI,Clubman,Cooper S ALL4,"11,429 miles","27,300"
2016 Chevrolet,Cruze Limited,Eco,"10,827 miles","15,000"
2017 Nissan,Sentra,SV,"40,563 miles","13,300"
2017 Hyundai,Elantra,SE,"24,340 miles","14,500"
2018 Kia,Rio,S,"21,089 miles","13,500"
2015 Jeep,Cherokee,Limited,"54,472 miles","19,600"
2017 Chevrolet,Equinox,LT,"22,670 miles","19,100"
2016 Toyota,Sequoia,Platinum,"24,673 miles","45,300"
2016 Hyundai,Sonata,Sport,"14,960 miles","17,200"
2016 Acura,RLX,RLX,"47,268 miles","25,200"
2016 Ford,Edge,Titanium,"37,495 miles","24,600"
2017 Volkswagen,Passat,1.8T S,"30,563 miles","14,900"
2018 Jeep,Compass,Trailhawk,"33,306 miles","22,200"
2018 Hyundai,Tucson,Value,"2,164 miles","27,000"
2017 Ford,Focus,Titanium,"12,790 miles","17,200"
2015 BMW,3 Series,328i xDrive,"28,783 miles","22,000"
2018 Jeep,Grand Cherokee,Limited,"35,469 miles","28,100"
2018 Ford,Fiesta,SE,"37,057 miles","12,400"
2017 Toyota,Camry,LE,"8,977 miles","18,200"
2018 Toyota,Corolla,LE,"16,786 miles","16,400"
2013 Toyota,Prius,One,"20,237 miles","18,500"
2018 FIAT,124 Spider,Lusso Red Top Edition,"1,223 miles","25,800"
2017 Hyundai,Santa Fe Sport,2.0T,"21,340 miles","23,900"
2017 Ford,Escape,Titanium,"15,129 miles","21,900"
2017 Chevrolet,Cruze,LT,"16,752 miles","14,600"
2017 Chevrolet,Volt,Premier,"41,609 miles","20,900"
2017 Chevrolet,Volt,Premier,"38,347 miles","20,700"
2018 Ford,Explorer,Limited,"35,734 miles","29,200"
2015 Kia,Soul,+,"29,935 miles","13,900"
2018 Ford,Focus,SE,"34,690 miles","13,400"
2016 Chevrolet,Equinox,LS,"18,964 miles","16,600"
2016 Kia,Forte,LX,"10,980 miles","13,500"
2016 Volkswagen,Golf GTI,S Hatchback,"29,308 miles","21,800"
2018 Toyota,Highlander Hybrid,XLE,"5,868 miles","39,100"
2017 Honda,Accord,EX-L,"24,760 miles","23,000"
2016 Toyota,Prius,Four Touring,"28,379 miles","22,500"
2016 Jeep,Compass,High Altitude Edition,"27,978 miles","17,600"
2016 Buick,Regal,Premium II,"31,234 miles","17,100"
2016 Buick,Encore,Leather,"14,405 miles","19,000"
2017 Chevrolet,Equinox,LS,"21,718 miles","18,300"
2014 Buick,Encore,Leather,"45,087 miles","16,600"
2016 Hyundai,Tucson,SE,"30,553 miles","17,300"
2018 Nissan,Murano,SV,"39,847 miles","21,500"
2018 Hyundai,Tucson,SEL,"26,501 miles","18,700"
2017 Hyundai,Tucson,Limited,"55,771 miles","20,100"
2016 Audi,Q5,3.0T Premium Plus,"58,901 miles","26,400"
2018 Dodge,Grand Caravan Pas...,SXT,"40,885 miles","18,000"
2012 GMC,Terrain,SLT,"20,775 miles","17,100"
2017 Mazda,MAZDA6,Sport,"18,947 miles","18,000"
2015 Nissan,Rogue,SL,"31,452 miles","17,200"
2017 Nissan,Sentra,SV,"44,486 miles","13,400"
2017 GMC,Terrain,Denali,"29,146 miles","24,900"
2016 FIAT,500e,500e,"14,541 miles","11,800"
2017 Nissan,TITAN XD Single C...,S 8 ft,"9,906 miles","26,900"
2017 Kia,Sportage,EX,"16,365 miles","21,500"
2017 GMC,Terrain,SLE-1,"20,022 miles","18,100"
2017 Nissan,Sentra,SV,"32,649 miles","13,800"
2016 Nissan,Maxima,SV,"41,547 miles","20,000"
2016 Toyota,Corolla,LE,"27,716 miles","15,600"
2016 Honda,CR-V,EX,"35,628 miles","19,500"
2017 Kia,Soul,Soul,"31,619 miles","14,300"
2018 Toyota,RAV4,XLE,"40,446 miles","19,400"
2018 Chrysler,Pacifica,Limited,"36,724 miles","30,700"
2017 Dodge,Charger,SE,"10,748 miles","21,800"
2016 Scion,tC,Hatchback,"37,151 miles","15,400"
2016 Buick,Regal,Premium II,"23,812 miles","18,700"
2018 Chevrolet,Malibu,LS,"24,052 miles","16,500"
2017 Hyundai,Tucson,SE,"25,048 miles","17,300"
2017 Kia,Sorento,LX,"23,699 miles","18,400"
2018 Nissan,Murano,SV,"27,989 miles","21,600"
2016 Subaru,Crosstrek,2.0i Limited,"9,695 miles","25,000"
2016 Toyota,RAV4,SE,"35,091 miles","23,000"
2019 Buick,Enclave,Essence,"8,242 miles","36,900"
2016 Scion,tC,Hatchback,"26,280 miles","16,400"
2018 Ford,Explorer,Sport,"31,038 miles","33,000"
2016 Honda,Fit,EX,"32,991 miles","15,900"
2013 Honda,Civic,LX,"30,519 miles","14,300"
2016 Jeep,Grand Cherokee,Overland,"25,160 miles","34,600"
2016 Subaru,WRX,WRX STI,"43,130 miles","29,900"
2017 Ford,Fiesta,SE,"8,751 miles","13,700"
2016 Ford,Mustang,GT,"12,204 miles","30,500"
2018 Ford,Mustang,GT Premium,"39,363 miles","29,100"
2016 Lexus,IS,IS 200t,"25,097 miles","23,100"
2016 Honda,CR-V,EX,"13,703 miles","21,400"
2017 Nissan,JUKE,S,"5,249 miles","17,100"
2017 Hyundai,Elantra,SE,"8,172 miles","15,400"
2016 Jeep,Cherokee,Latitude,"21,229 miles","19,800"
2016 Kia,Optima,EX,"41,433 miles","16,100"
2018 Ford,Fusion,Titanium,"39,321 miles","18,700"
2016 Hyundai,Elantra,SE,"26,701 miles","13,300"
2014 Toyota,Sienna,SE,"50,020 miles","21,700"
2017 Chevrolet,Camaro,SS,"4,324 miles","35,300"
2017 Ram,1500 Crew Cab,Big Horn 5 1/2 ft,"20,223 miles","31,600"
2017 Dodge,Charger,Daytona,"3,351 miles","35,800"
2018 Nissan,Murano,SV,"31,702 miles","22,500"
2015 Lexus,NX,200t F Sport,"24,632 miles","29,400"
2017 Hyundai,Elantra,SE,"40,467 miles","13,800"
2018 Nissan,Frontier Crew Cab,SV 5 ft,"17,020 miles","23,600"
2016 Acura,TLX,3.5,"40,747 miles","23,600"
2018 Ford,Escape,S,"3,802 miles","19,400"
2018 Chevrolet,Silverado 1500 Cr...,Custom 5 3/4 ft,"9,112 miles","34,800"
2016 Jeep,Cherokee,Latitude,"14,750 miles","21,200"
2018 Nissan,Maxima,SV,"18,142 miles","23,000"
2016 BMW,5 Series,528i,"20,480 miles","27,800"
2016 Honda,Accord,EX,"36,451 miles","19,000"
2017 Kia,Sorento,LX,"39,457 miles","17,400"
2016 Acura,TLX,2.4,"31,486 miles","20,200"
2016 Honda,Civic,EX,"28,890 miles","18,200"
2018 Nissan,Rogue,SL,"17,547 miles","22,100"
2016 Hyundai,Sonata,Sport,"14,380 miles","17,100"
2018 Jeep,Compass,Latitude,"38,577 miles","19,300"
2016 Hyundai,Sonata,SE,"22,578 miles","15,100"
2017 Toyota,Corolla,LE,"18,398 miles","16,600"
2016 Kia,Sorento,LX,"38,159 miles","17,200"
2018 Jeep,Grand Cherokee,Overland,"21,194 miles","38,600"
2018 Lexus,GS,GS 350,"27,187 miles","39,300"
2015 Ram,2500 Crew Cab,Laramie 6 1/3 ft,"21,871 miles","42,700"
2018 Dodge,Journey,Crossroad,"35,733 miles","17,600"
2016 Chevrolet,Cruze,LT,"9,653 miles","15,400"
2016 Chevrolet,Equinox,LT,"27,886 miles","18,000"
2018 Nissan,Murano,SV,"27,921 miles","22,900"
2018 Mazda,CX-9,Touring,"31,631 miles","26,700"
2016 Hyundai,Tucson,Eco,"14,651 miles","20,200"
2017 Volkswagen,e-Golf,SE Hatchback,"26,038 miles","21,800"
2016 Jeep,Cherokee,Limited,"14,761 miles","22,700"
2016 Nissan,Sentra,SR,"36,148 miles","14,200"
2016 Nissan,Pathfinder,SL,"38,731 miles","24,700"
2018 Nissan,Versa,S Plus,"31,249 miles","13,100"
2018 Hyundai,Elantra,SEL,"10,982 miles","16,500"
2016 Hyundai,Elantra GT,Elantra GT,"51,127 miles","12,800"
2016 MINI,Clubman,Cooper,"59,384 miles","16,800"
2015 Lexus,NX,200t F Sport,"12,377 miles","30,800"
2016 Hyundai,Sonata Hybrid,Limited,"31,735 miles","19,700"
2016 Mazda,CX-5,Grand Touring,"19,647 miles","23,600"
2018 Dodge,Grand Caravan Pas...,SXT,"34,892 miles","18,600"
2018 Nissan,Versa,SV,"35,292 miles","12,700"
2018 Jeep,Grand Cherokee,Limited,"35,805 miles","28,100"
2017 Buick,Encore,Preferred II,"13,012 miles","18,300"
2018 Nissan,Rogue,SL,"26,072 miles","22,500"
2016 Chevrolet,Equinox,LTZ,"34,074 miles","19,100"
2017 Dodge,Grand Caravan Pas...,SXT,"37,907 miles","17,700"
2016 Toyota,Camry,SE,"54,836 miles","15,400"
2017 Toyota,Corolla,LE,"17,296 miles","16,100"
2016 Hyundai,Tucson,Limited,"36,009 miles","19,400"
2013 GMC,Sierra 1500 Crew ...,SLE 5 3/4 ft,"9,426 miles","30,000"
2016 Chevrolet,Traverse,LTZ,"43,075 miles","28,100"
2016 Jeep,Cherokee,Limited,"15,781 miles","20,900"
2016 Kia,Optima,LX,"25,870 miles","15,900"
2017 Jeep,Cherokee,Limited,"52,955 miles","18,400"
2016 Acura,RDX,RDX,"48,656 miles","28,000"
2018 Hyundai,Sonata,SE,"4,903 miles","19,000"
2018 Cadillac,CT6,3.6 Premium Luxury,"15,467 miles","48,200"
2018 Nissan,Altima,2.5 SV,"16,279 miles","17,400"
2016 Jeep,Cherokee,Limited,"24,962 miles","23,200"
2017 Subaru,WRX,WRX,"36,820 miles","24,300"
2017 Chevrolet,Traverse,LT,"13,363 miles","25,200"
2018 Jeep,Renegade,Latitude,"14,981 miles","19,800"
2018 Ram,1500 Crew Cab,Laramie 5 1/2 ft,"17,304 miles","34,800"
2016 Dodge,Journey,R/T,"33,528 miles","19,400"
2016 Buick,Encore,Encore,"18,350 miles","16,300"
2013 Ford,F150 SuperCrew Ca...,XL 6 1/2 ft,"73,149 miles","24,400"
2016 Chevrolet,Cruze,LS,"33,763 miles","13,700"
2017 Acura,RDX,RDX,"29,838 miles","29,800"
2015 Ford,Edge,SEL,"18,467 miles","21,200"
2016 Kia,Sorento,SX,"30,154 miles","24,600"
2016 MINI,Clubman,Cooper S,"32,622 miles","20,800"
2017 Honda,CR-V,EX,"18,052 miles","24,700"
2017 Jeep,Renegade,Latitude,"35,480 miles","16,100"
2017 Toyota,RAV4,Limited,"34,088 miles","25,800"
2017 Toyota,RAV4,SE,"13,094 miles","24,700"
2016 Jeep,Renegade,Sport,"15,254 miles","16,800"
2015 Volkswagen,Golf,TDI SE Hatchback,"33,517 miles","17,000"
2018 Dodge,Grand Caravan Pas...,SXT,"38,429 miles","18,200"
2016 Chevrolet,Spark EV,1LT,"13,079 miles","11,800"
2015 Audi,A4,Premium Plus,"10,429 miles","23,600"
2018 Chevrolet,Camaro,LT,"38,243 miles","23,100"
2018 Kia,Soul,+,"31,643 miles","15,000"
2019 Chevrolet,Equinox,LT,"14,930 miles","21,700"
2017 Nissan,Maxima,Platinum,"19,268 miles","26,700"
2017 Kia,Sorento,EX,"24,272 miles","22,800"
2017 Chevrolet,Traverse,LS,"34,488 miles","24,300"
2018 Kia,Soul,+,"32,636 miles","15,000"
2016 Honda,Civic,LX,"18,835 miles","16,900"
2018 Kia,Sportage,LX,"20,749 miles","17,900"
2017 Toyota,Corolla,LE,"61,183 miles","13,300"
2018 Audi,S6,Premium Plus,"10,204 miles","58,800"
2016 Buick,Encore,Encore,"22,908 miles","16,000"
2016 Toyota,Camry,SE,"39,159 miles","16,400"
2018 Honda,CR-V,LX,"8,445 miles","24,500"
2017 Chevrolet,Cruze,LT,"12,682 miles","15,400"
2017 Hyundai,Accent,SE,"37,656 miles","12,400"
2015 Hyundai,Sonata,Sport,"47,717 miles","15,000"
2017 Hyundai,Santa Fe Sport,2.0T,"27,775 miles","25,600"
2017 Chevrolet,Cruze,LT,"21,571 miles","15,000"
2016 Volvo,S60,T5 Inscription Premier,"19,385 miles","21,700"
2016 Toyota,Camry,SE,"24,578 miles","18,400"
2018 Nissan,Murano,SV,"41,503 miles","21,700"
2016 Jeep,Grand Cherokee,Overland,"48,927 miles","31,600"
2016 Lincoln,MKX,Select,"39,634 miles","22,400"
2017 Toyota,Camry,SE,"17,388 miles","18,800"
2015 Jeep,Grand Cherokee,Limited,"27,370 miles","27,000"
2017 Ram,1500 Quad Cab,Express 6 1/3 ft,"16,912 miles","28,800"
2016 Hyundai,Elantra,SE,"23,307 miles","13,500"
2016 Jeep,Cherokee,Limited,"12,294 miles","24,200"
2016 Jeep,Compass,High Altitude Edition,"24,800 miles","18,100"
2018 Honda,Accord,Touring,"11,365 miles","29,700"
2016 Hyundai,Sonata,Limited,"17,309 miles","19,100"
2018 Jeep,Cherokee,Limited,"39,725 miles","20,800"
2018 Hyundai,Elantra,SEL,"21,701 miles","15,100"
2018 Mitsubishi,Outlander,ES,"22,422 miles","18,200"
2017 Cadillac,XT5,Luxury,"50,043 miles","26,000"
2018 Chevrolet,Camaro,LT,"2,089 miles","27,800"
2017 Nissan,Sentra,SV,"47,669 miles","13,200"
2016 Hyundai,Genesis Coupe,3.8 Ultimate,"41,570 miles","23,600"
2016 Hyundai,Sonata,Sport,"30,180 miles","18,000"
2016 Mazda,CX-5,Grand Touring,"21,754 miles","22,400"
2017 Chevrolet,Camaro,LT,"18,467 miles","25,700"
2016 Mercedes-Ben...,CLS-Class,CLS 400,"43,604 miles","34,500"
2016 Audi,allroad,Premium,"27,952 miles","28,700"
2018 BMW,5 Series,530e xDrive iPerformance,"3,094 miles","49,800"
2016 Honda,CR-V,EX,"33,404 miles","20,400"
2017 Acura,MDX,MDX,"24,679 miles","34,900"
2018 Mazda,MAZDA3,Grand Touring,"4,608 miles","23,900"
2017 Mercedes-Ben...,CLS,CLS 550 4MATIC,"30,958 miles","48,500"
2018 Ford,Mustang,GT,"2,849 miles","33,700"
2017 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"29,609 miles","30,000"
2016 INFINITI,QX60,3.5,"36,601 miles","28,700"
2018 Kia,Sedona,LX,"12,730 miles","25,100"
2017 Dodge,Journey,SE,"27,895 miles","15,900"
2017 Jaguar,XE,XE 25t Prestige,"8,631 miles","28,700"
2016 Honda,Accord,LX,"21,482 miles","17,500"
2018 Dodge,Grand Caravan Pas...,SXT,"36,584 miles","18,400"
2016 Mazda,MAZDA6,i Grand Touring,"49,553 miles","19,200"
2016 Nissan,Maxima,SV,"38,971 miles","20,700"
2016 Mazda,MAZDA6,i Grand Touring,"45,503 miles","19,500"
2018 Kia,Sorento,EX,"9,272 miles","28,600"
2018 Ford,Fusion,Platinum,"41,546 miles","18,400"
2018 Ford,Fiesta,SE,"34,234 miles","12,500"
2018 Mitsubishi,Outlander,ES,"23,385 miles","18,800"
2018 Mitsubishi,Outlander,ES,"32,885 miles","17,800"
2017 Mercedes-Ben...,E-Class,E 300,"16,019 miles","39,700"
2016 Ford,Fusion,SE,"45,806 miles","14,100"
2016 Nissan,Altima,2.5 S,"10,769 miles","17,900"
2016 Toyota,Camry,LE,"24,716 miles","17,300"
2016 Lexus,NX,200t,"20,245 miles","26,000"
2016 BMW,2 Series,228i,"43,200 miles","23,600"
2016 Toyota,Prius,Three,"37,794 miles","21,000"
2018 Mitsubishi,Outlander,ES,"28,941 miles","17,600"
2016 Toyota,Prius,Three,"40,579 miles","21,200"
2016 Jeep,Patriot,High Altitude Edition,"14,364 miles","19,100"
2016 Kia,Sorento,LX,"35,923 miles","17,400"
2018 Toyota,Camry,XSE,"33,766 miles","26,100"
2016 BMW,2 Series,228i xDrive,"47,206 miles","21,600"
2017 Toyota,RAV4,XLE,"31,537 miles","20,600"
2016 BMW,5 Series,528i xDrive,"44,684 miles","25,200"
2018 INFINITI,Q50,2.0t LUXE,"28,406 miles","25,200"
2016 Hyundai,Tucson,Limited,"28,067 miles","20,500"
2018 Chevrolet,Traverse,LT,"8,772 miles","36,200"
2018 Kia,Soul,+,"33,835 miles","14,800"
2018 Toyota,Corolla,SE,"17,645 miles","16,200"
2017 Volkswagen,Golf Alltrack,TSI S,"15,327 miles","21,600"
2017 Mercedes-Ben...,GLC,GLC 300 4MATIC,"30,636 miles","31,800"
2016 Jeep,Cherokee,TrailHawk,"44,987 miles","23,000"
2019 Chrysler,Pacifica,Limited,"16,084 miles","33,900"
2017 Dodge,Grand Caravan Pas...,SXT,"49,419 miles","16,300"
2016 Chevrolet,Malibu,LT,"31,360 miles","15,800"
2016 Chevrolet,Malibu,LT,"14,781 miles","16,900"
2017 Dodge,Journey,GT,"14,271 miles","20,700"
2017 Ford,Taurus,SEL,"14,589 miles","18,700"
2016 Buick,LaCrosse,Leather,"15,875 miles","20,800"
2016 Chevrolet,Malibu,LT,"33,018 miles","15,600"
2018 Subaru,Forester,2.5i Touring,"14,326 miles","30,000"
2017 Kia,Optima,EX,"22,415 miles","18,400"
2017 Hyundai,Sonata,Limited,"27,715 miles","16,800"
2016 Toyota,RAV4,XLE,"35,957 miles","19,100"
2016 Cadillac,CTS,3.6 Performance Collectio...,"21,624 miles","30,400"
2017 Buick,Encore,Preferred,"20,840 miles","17,100"
2018 Dodge,Grand Caravan Pas...,SE,"37,230 miles","17,500"
2018 Jeep,Compass,Limited,"16,300 miles","23,900"
2017 Kia,Sportage,EX,"30,602 miles","19,000"
2018 Ford,Explorer,Limited,"24,664 miles","30,100"
2015 Hyundai,Equus,Signature,"62,934 miles","22,200"
2017 Ford,Escape,SE,"31,678 miles","16,700"
2015 Toyota,Tacoma Double Cab,5 ft,"52,675 miles","28,000"
2017 Hyundai,Accent,SE,"38,075 miles","12,300"
2014 Buick,Encore,Leather,"23,914 miles","17,200"
2016 Chevrolet,Silverado 1500 Do...,LT 6 1/2 ft,"25,753 miles","29,700"
2015 Chevrolet,Corvette,Stingray Z51,"26,345 miles","46,100"
2016 Honda,Accord,LX,"35,278 miles","16,700"
2017 Lexus,ES,ES 350,"10,880 miles","32,000"
2016 Cadillac,ATS,2.0L Turbo Luxury,"30,005 miles","20,900"
2013 Honda,Civic,Si,"17,110 miles","20,100"
2017 GMC,Terrain,SLE-2,"21,885 miles","20,200"
2015 Jeep,Grand Cherokee,Overland,"34,852 miles","28,800"
2016 Chevrolet,Malibu,LT,"30,819 miles","17,600"
2015 Buick,Enclave,Leather,"37,782 miles","24,400"
2018 FIAT,124 Spider,Classica,"2,912 miles","28,000"
2015 Lexus,ES,ES 350,"32,572 miles","22,800"
2017 Hyundai,Elantra,SE,"18,458 miles","17,100"
2018 Kia,Forte,LX,"20,637 miles","14,200"
2018 Nissan,Altima,2.5 SV,"37,024 miles","15,800"
2016 Nissan,Altima,2.5 S,"30,381 miles","14,900"
2017 Chevrolet,Impala,LS,"44,558 miles","17,500"
2017 Volkswagen,Tiguan Limited,2.0T 4Motion,"9,008 miles","20,000"
2018 Ford,Fusion,SE Hybrid,"32,499 miles","15,800"
2017 Toyota,Corolla,LE,"35,083 miles","15,000"
2016 Toyota,Corolla,S Plus,"35,097 miles","15,400"
2015 Scion,FR-S,FR-S,"40,256 miles","19,500"
2018 Hyundai,Elantra,SEL,"23,626 miles","14,900"
2016 Jeep,Grand Cherokee,Limited,"31,382 miles","27,300"
2018 Dodge,Challenger,SXT,"24,426 miles","22,600"
2018 Chevrolet,Malibu,LT,"22,453 miles","17,300"
2018 Hyundai,Elantra,Sport,"8,077 miles","20,600"
2016 Chevrolet,Malibu,LT,"14,814 miles","16,800"
2018 Toyota,RAV4,XLE,"2,288 miles","24,600"
2016 Kia,Optima,EX,"25,931 miles","17,300"
2011 INFINITI,G,G37x Sport Appearance Edi...,"34,749 miles","17,800"
2016 GMC,Acadia,Denali,"35,525 miles","29,800"
2016 Toyota,Corolla,L,"26,368 miles","14,900"
2018 Kia,Optima,S,"8,908 miles","17,500"
2015 Nissan,Sentra,SL,"21,875 miles","14,200"
2016 Hyundai,Elantra,SE,"29,400 miles","13,200"
2016 Toyota,Highlander,LE,"24,630 miles","29,500"
2018 Nissan,LEAF,SV,"2,601 miles","26,100"
2016 Jeep,Cherokee,Limited,"28,781 miles","22,500"
2016 BMW,X5,xDrive50i,"37,808 miles","38,800"
2017 Toyota,Camry,LE,"41,021 miles","15,900"
2018 Hyundai,Sonata,SEL,"9,302 miles","19,500"
